squad,lake,id_historia,numero,titulo,papel,recurso,duracao_dias_uteis,data_inicio,data_fim
Squad 1,BMC,[BMC - 1],1,Entidade: BMC - Tamanho M,Dev Fullstack,Dev 1,21.0,09/03/2026,06/04/2026
Squad 1,COMPRAS,[COMPRAS - 1],1,Entidade: Datamart Tratativa - Parte 1 (Dimensões Básicas 1-4) - TAMANHO: G,Dev Fullstack,Dev 2,10.0,09/03/2026,20/03/2026
Squad 1,COMPRAS,[COMPRAS - 2],2,Entidade: Datamart Tratativa - Parte 2 (Dimensões Básicas 5-8) - TAMANHO: G,Dev Fullstack,Dev 3,10.0,09/03/2026,20/03/2026
Squad 1,COMPRAS,[COMPRAS - 3],3,Entidade: Datamart Tratativa - Parte 3 (Fornecedores e Materiais) - TAMANHO: G,Dev Fullstack,Dev 4,10.0,09/03/2026,20/03/2026
Squad 1,COMPRAS,[COMPRAS - 4],4,Entidade: Datamart Tratativa - Parte 4 (Documentos de Compra) - TAMANHO: G,Dev Fullstack,Dev 5,10.0,09/03/2026,20/03/2026
Squad 1,COMPRAS,[COMPRAS - 5],5,"Entidade: Datamart Tratativa - Parte 5 (Curva de Compra Base - Curva, Histórico e Causais) - TAMANHO: G",Dev Fullstack,Dev 6,10.0,09/03/2026,20/03/2026
Squad 1,COMPRAS,[COMPRAS - 6],6,Entidade: Datamart Tratativa - Parte 6 (Curva de Compra Mensal e Despivotada) - TAMANHO: M,Dev Fullstack,Dev 7,6.0,09/03/2026,16/03/2026
Squad 1,COMPRAS,[COMPRAS - 7],7,Entidade: Datamart Tratativa - Parte 7 (Variação e Programação) - TAMANHO: G,Dev Fullstack,Dev 8,10.0,09/03/2026,20/03/2026
Squad 1,COMPRAS,[COMPRAS - 8],8,Entidade: Datamart Tratativa - Parte 8 (APV - Análise Preço Volume) - TAMANHO: G,Dev Fullstack,Dev 9,10.0,09/03/2026,20/03/2026
Squad 1,COMPRAS,[COMPRAS - 9],9,Entidade: RDA (Requisição de Autorização) - TAMANHO: G,Dev Fullstack,Dev 10,7.0,09/03/2026,17/03/2026
Squad 1,COMPRAS,[COMPRAS - 10],10,Entidade: Estrutura Veicular - TAMANHO: P,Dev Fullstack,Dev 7,2.0,17/03/2026,18/03/2026
Squad 1,COMPRAS,[COMPRAS - 11],11,Entidade: Flow Causais (MySQL) - TAMANHO: M,Dev Fullstack,Dev 10,6.0,18/03/2026,25/03/2026
Squad 1,COMPRAS,[COMPRAS - 12],12,Entidade: Integração TM1 (IBM Planning Analytics) - TAMANHO: P,Dev Fullstack,Dev 7,2.0,19/03/2026,20/03/2026
Squad 1,COMPRAS,[COMPRAS - 13],13,Entidade: Integração Power BI (Material Indireto) - TAMANHO: G,Dev Fullstack,Dev 2,8.0,23/03/2026,01/04/2026
Squad 2,MOPAR,[MOPAR - 1],1,Assunto: AgendamentoOnline - TAMANHO: G,Dev Fullstack,Dev 1,10.0,23/03/2026,03/04/2026
Squad 2,MOPAR,[MOPAR - 2],2,Assunto: Bonus - TAMANHO: G,Dev Fullstack,Dev 2,9.0,01/04/2026,13/04/2026
Squad 2,MOPAR,[MOPAR - 3],3,Assunto: Claim Master - TAMANHO: M,Dev Fullstack,Dev 3,6.0,01/04/2026,08/04/2026
Squad 2,MOPAR,[MOPAR - 4],4,Assunto: Comissionamento DFS - TAMANHO: G,Dev Fullstack,Dev 4,10.0,01/04/2026,14/04/2026
Squad 2,MOPAR,[MOPAR - 5],5,Assunto: CSPS - TAMANHO: G,Dev Fullstack,Dev 5,7.0,01/04/2026,09/04/2026
Squad 2,MOPAR,[MOPAR - 6],6,Assunto: CSPS - TAMANHO: G,Dev Fullstack,Dev 6,10.0,01/04/2026,14/04/2026
Squad 2,MOPAR,[MOPAR - 7],7,Assunto: Mopar Results - TAMANHO: M,Dev Fullstack,Dev 7,8.0,01/04/2026,10/04/2026
Squad 2,MOPAR,[MOPAR - 8],8,Assunto: NDC - Parte 1 (Tabelas 1-4) - TAMANHO: G,Dev Fullstack,Dev 8,9.0,01/04/2026,13/04/2026
Squad 2,MOPAR,[MOPAR - 9],9,Assunto: NDC - Parte 2 - TAMANHO: G,Dev Fullstack,Dev 9,9.0,01/04/2026,13/04/2026
Squad 2,MOPAR,[MOPAR - 10],10,Assunto: NDC - Parte 3 - TAMANHO: M,Dev Fullstack,Dev 10,6.0,01/04/2026,08/04/2026
Squad 2,MOPAR,[MOPAR - 11],11,Assunto: SCP - Parte 1 (Garantia SG e Item) - TAMANHO: M,Dev Fullstack,Dev 1,6.0,06/04/2026,13/04/2026
Squad 2,MOPAR,[MOPAR - 12],12,Assunto: SCP - Parte 2 (Operação e Peça) - TAMANHO: M,Dev Fullstack,Dev 3,6.0,09/04/2026,16/04/2026
Squad 2,MOPAR,[MOPAR - 13],13,Assunto: SCP - Parte 3 (Débitos) - TAMANHO: M,Dev Fullstack,Dev 10,6.0,09/04/2026,16/04/2026
Squad 2,MOPAR,[MOPAR - 14],14,Assunto: Sell IN xF e xP - TAMANHO: G,Dev Fullstack,Dev 5,10.0,10/04/2026,23/04/2026
Squad 2,MOPAR,[MOPAR - 15],15,Assunto: SELL OUT xF e xP - TAMANHO: G,Dev Fullstack,Dev 7,10.0,13/04/2026,24/04/2026
Squad 2,MOPAR,[MOPAR - 16],16,Assunto: Veiculo Conectado - TAMANHO: G,Dev Fullstack,Dev 1,8.0,14/04/2026,23/04/2026
Squad 2,MOPAR,[MOPAR - 17],17,Assunto: Ingestão Staging - SG Liquidadas e Estornadas - TAMANHO: M,Dev Fullstack,Dev 2,4.0,14/04/2026,17/04/2026
Squad 2,MOPAR,[MOPAR - 18],18,Assunto: Ingestão Staging - Claims e Erros SG - TAMANHO: P,Dev Fullstack,Dev 8,2.0,14/04/2026,15/04/2026
Squad 2,MOPAR,[MOPAR - 19],19,Assunto: Ingestão Staging - User Parameters Flow API - TAMANHO: G,Dev Fullstack,Dev 9,8.0,14/04/2026,23/04/2026
Squad 2,MOPAR,[MOPAR - 20],20,"Assunto: Ingestão Staging - IRPV, Red Dealers e Devoluções - TAMANHO: M",Dev Fullstack,Dev 4,6.0,15/04/2026,22/04/2026
Squad 2,MOPAR,[MOPAR - 21],21,Assunto: Ingestão Staging - Carga Fria e RAM - TAMANHO: P,Dev Fullstack,Dev 6,2.0,15/04/2026,16/04/2026
Squad 2,MOPAR,[MOPAR - 22],22,Assunto: SG Liquidadas - Principal e Itens - TAMANHO: G,Dev Fullstack,Dev 8,10.0,16/04/2026,29/04/2026
Squad 2,MOPAR,[MOPAR - 23],23,"Assunto: SG Liquidadas - Operações, Desenhos e Cubo - TAMANHO: G",Dev Fullstack,Dev 3,7.0,17/04/2026,27/04/2026
Squad 2,MOPAR,[MOPAR - 24],24,Assunto: Claims GCS - TAMANHO: P,Dev Fullstack,Dev 6,2.0,17/04/2026,20/04/2026
Squad 2,MOPAR,[MOPAR - 25],25,Assunto: Erros SG - TAMANHO: P,Dev Fullstack,Dev 10,2.0,17/04/2026,20/04/2026
Squad 2,MOPAR,[MOPAR - 26],26,"Assunto: User Parameters - Tipos, Anomalias, Estorno, Budget - TAMANHO: G",Dev Fullstack,Dev 2,8.0,20/04/2026,29/04/2026
Squad 2,MOPAR,[MOPAR - 27],27,"Assunto: User Parameters - Grupos, Local, Operações, Tesis - TAMANHO: M",Dev Fullstack,Dev 6,4.0,21/04/2026,24/04/2026
Squad 2,MOPAR,[MOPAR - 28],28,Assunto: Garantia Revisões DataStage - TAMANHO: P,Dev Fullstack,Dev 10,2.0,21/04/2026,22/04/2026
Squad 2,MOPAR,[MOPAR - 29],29,Assunto: IRPV MySQL - TAMANHO: M,Dev Fullstack,Dev 4,6.0,23/04/2026,30/04/2026
Squad 2,MOPAR,[MOPAR - 30],30,Assunto: IRPV2 Consolidação - TAMANHO: P,Dev Fullstack,Dev 10,2.0,23/04/2026,24/04/2026
Squad 2,MOPAR,[MOPAR - 31],31,Assunto: Red Dealers - TAMANHO: M,Dev Fullstack,Dev 1,4.0,24/04/2026,29/04/2026
Squad 2,MOPAR,[MOPAR - 32],32,Assunto: Click - Parte 1 (Armazém e Estoque) - TAMANHO: G,Dev Fullstack,Dev 5,10.0,24/04/2026,07/05/2026
Squad 2,MOPAR,[MOPAR - 33],33,"Assunto: Click - Parte 2 (Pedidos, Notas e Faturamento) - TAMANHO: G",Dev Fullstack,Dev 9,10.0,24/04/2026,07/05/2026
Squad 2,MOPAR,[MOPAR - 34],34,"Assunto: Click - Parte 3 (Transporte, Viagens e Volumes) - TAMANHO: G",Dev Fullstack,Dev 6,10.0,27/04/2026,08/05/2026
Squad 2,MOPAR,[MOPAR - 35],35,Assunto: Click - Parte 4 (Produtos e Estatísticas) - TAMANHO: G,Dev Fullstack,Dev 7,8.0,27/04/2026,06/05/2026
Squad 2,MOPAR,[MOPAR - 36],36,Assunto: Click - Parte 5 (Produtos e Estatísticas) - TAMANHO: G,Dev Fullstack,Dev 10,8.0,27/04/2026,06/05/2026
Squad 2,MOPAR,[MOPAR - 37],37,Assunto: Click - Parte 5 (Produtos e Estatísticas) - TAMANHO: G,Dev Fullstack,Dev 3,9.0,28/04/2026,08/05/2026
Squad 2,MOPAR,[MOPAR - 38],38,Assunto: Click - Parte 6 - TAMANHO: M,Dev Fullstack,Dev 1,6.0,30/04/2026,07/05/2026
Squad 2,MOPAR,[MOPAR - 39],39,Assunto: Click - Parte 6 - TAMANHO: P,Dev Fullstack,Dev 2,3.0,30/04/2026,04/05/2026
Squad 3,CLIENTE,[CLIENTE - 1],1,Assunto: Salesforce CDC - Staging (Parte 1) - TAMANHO: G,Dev Fullstack,Dev 1,10.0,23/03/2026,03/04/2026
Squad 3,CLIENTE,[CLIENTE - 2],2,Assunto: CRM e Audiência (Parte 2) - TAMANHO: G,Dev Fullstack,Dev 2,8.0,01/04/2026,10/04/2026
Squad 3,CLIENTE,[CLIENTE - 3],3,Assunto: Campanhas Marketing Cloud (Parte 1) - TAMANHO: G,Dev Fullstack,Dev 3,10.0,01/04/2026,14/04/2026
Squad 3,CLIENTE,[CLIENTE - 4],4,Assunto: Campanhas Marketing Cloud (Parte 2) - TAMANHO: G,Dev Fullstack,Dev 4,10.0,01/04/2026,14/04/2026
Squad 3,CLIENTE,[CLIENTE - 5],5,Assunto: Marketing Cloud - Target & Views (Parte 3) - TAMANHO: G,Dev Fullstack,Dev 5,9.0,01/04/2026,13/04/2026
Squad 3,CLIENTE,[CLIENTE - 6],6,Assunto: Dados Públicos CNPJ - Staging (Parte 1) - TAMANHO: M,Dev Fullstack,Dev 6,7.0,01/04/2026,09/04/2026
Squad 3,CLIENTE,[CLIENTE - 7],7,Assunto: Dados Públicos CNPJ - Target & Views (Parte 2) - TAMANHO: G,Dev Fullstack,Dev 7,6.0,01/04/2026,08/04/2026
Squad 3,CLIENTE,[CLIENTE - 8],8,Assunto: Staging (Parte 1) - TAMANHO: G,Dev Fullstack,Dev 8,10.0,01/04/2026,14/04/2026
Squad 3,CLIENTE,[CLIENTE - 9],9,Assunto: Staging (Parte 2) - TAMANHO: G,Dev Fullstack,Dev 9,7.0,01/04/2026,09/04/2026
Squad 3,CLIENTE,[CLIENTE - 10],10,Assunto: Integrações Externas (Parte 1) - TAMANHO: G,Dev Fullstack,Dev 10,10.0,01/04/2026,14/04/2026
Squad 3,CLIENTE,[CLIENTE - 11],11,Assunto: Integrações Externas (Parte 2) - TAMANHO: P,Dev Fullstack,Dev 1,3.0,06/04/2026,08/04/2026
Squad 3,CLIENTE,[CLIENTE - 12],12,Assunto: Relacionamento Cliente (Parte 1) - TAMANHO: M,Dev Fullstack,Dev 1,6.0,09/04/2026,16/04/2026
Squad 3,CLIENTE,[CLIENTE - 13],13,Assunto: Relacionamento Cliente (Parte 2) - TAMANHO: G,Dev Fullstack,Dev 7,10.0,09/04/2026,22/04/2026
Squad 3,CLIENTE,[CLIENTE - 14],14,Assunto: Relacionamento Cliente (Parte 3) - TAMANHO: M,Dev Fullstack,Dev 6,7.0,10/04/2026,20/04/2026
Squad 3,CLIENTE,[CLIENTE - 15],15,Assunto: Serviços Financeiros (Parte 1) - TAMANHO: M,Dev Fullstack,Dev 9,6.0,10/04/2026,17/04/2026
Squad 3,CLIENTE,[CLIENTE - 16],16,Assunto: Golden Cliente (Parte 1) - TAMANHO: G,Dev Fullstack,Dev 2,10.0,13/04/2026,24/04/2026
Squad 3,CLIENTE,[CLIENTE - 17],17,Assunto: Golden Cliente (Parte 2) - TAMANHO: G,Dev Fullstack,Dev 5,10.0,14/04/2026,27/04/2026
Squad 3,CLIENTE,[CLIENTE - 18],18,Assunto: Golden Cliente (Parte 3) - TAMANHO: G,Dev Fullstack,Dev 3,10.0,15/04/2026,28/04/2026
Squad 3,CLIENTE,[CLIENTE - 19],19,Assunto: Golden Cliente (Parte 4) - TAMANHO: G,Dev Fullstack,Dev 4,10.0,15/04/2026,28/04/2026
Squad 3,CLIENTE,[CLIENTE - 20],20,Assunto: Golden Cliente (Parte 5) - TAMANHO: M,Dev Fullstack,Dev 8,4.0,15/04/2026,20/04/2026
Squad 3,CLIENTE,[CLIENTE - 21],21,Assunto: Privacidade LGPD (Parte 1) - TAMANHO: G,Dev Fullstack,Dev 10,7.0,15/04/2026,23/04/2026
Squad 3,CLIENTE,[CLIENTE - 22],22,Assunto: Qualidade e Validação (Parte 1) - TAMANHO: G,Dev Fullstack,Dev 1,9.0,17/04/2026,29/04/2026
Squad 3,CLIENTE,[CLIENTE - 23],23,Assunto: Qualidade e Validação (Parte 2) - TAMANHO: G,Dev Fullstack,Dev 9,8.0,20/04/2026,29/04/2026
Squad 3,CLIENTE,[CLIENTE - 24],24,Assunto: Hub Cart e Hub User (Parte 1) - TAMANHO: G,Dev Fullstack,Dev 6,9.0,21/04/2026,01/05/2026
Squad 3,CLIENTE,[CLIENTE - 25],25,Assunto: Hub Cart e Hub User (Parte 2) - TAMANHO: G,Dev Fullstack,Dev 8,10.0,21/04/2026,04/05/2026
Squad 3,CLIENTE,[CLIENTE - 26],26,Assunto: Hub Cart e Hub User (Parte 3) - TAMANHO: G,Dev Fullstack,Dev 7,10.0,23/04/2026,06/05/2026
Squad 3,CLIENTE,[CLIENTE - 27],27,Assunto: Hub Cart e Hub User (Parte 4) - TAMANHO: G,Dev Fullstack,Dev 10,10.0,24/04/2026,07/05/2026
Squad 3,CLIENTE,[CLIENTE - 28],28,Assunto: Hub Cart e Hub User (Parte 5) - TAMANHO: G,Dev Fullstack,Dev 2,9.0,27/04/2026,07/05/2026
Squad 3,CLIENTE,[CLIENTE - 29],29,Assunto: Visão 360 (Parte 1) - TAMANHO: G,Dev Fullstack,Dev 5,6.0,28/04/2026,05/05/2026
Squad 3,CLIENTE,[CLIENTE - 30],30,Assunto: Visão 360 (Parte 2) - TAMANHO: G,Dev Fullstack,Dev 3,10.0,29/04/2026,12/05/2026
Squad 3,CLIENTE,[CLIENTE - 31],31,Assunto: Visão 360 (Parte 3) - TAMANHO: P,Dev Fullstack,Dev 4,6.0,29/04/2026,06/05/2026
Squad 3,CLIENTE,[CLIENTE - 32],32,Assunto: EDI - Envio CCDB (Parte 1) - TAMANHO: G,Dev Fullstack,Dev 1,7.0,30/04/2026,08/05/2026
Squad 3,CLIENTE,[CLIENTE - 33],33,Assunto: EDI - Envio CCDB (Parte 2) - TAMANHO: G,Dev Fullstack,Dev 9,7.0,30/04/2026,08/05/2026
Squad 3,CLIENTE,[CLIENTE - 34],34,Assunto: API - Carga Diária e Integrações - TAMANHO: G,Dev Fullstack,Dev 6,10.0,04/05/2026,15/05/2026
Squad 3,CLIENTE,[CLIENTE - 35],35,Assunto: EDI - Staging Salesforce e Venda Direta (Parte 1) - TAMANHO: P,Dev Fullstack,Dev 8,2.0,05/05/2026,06/05/2026
Squad 3,CLIENTE,[CLIENTE - 36],36,Assunto: EDI - SSH/FTP On-Premise (Parte 2) - TAMANHO: G,Dev Fullstack,Dev 5,10.0,06/05/2026,19/05/2026
Squad 3,CLIENTE,[CLIENTE - 37],37,Assunto: EDI - SSH/FTP On-Premise (Parte 3) - TAMANHO: G,Dev Fullstack,Dev 4,7.0,07/05/2026,15/05/2026
Squad 3,CLIENTE,[CLIENTE - 38],38,Assunto: Marketing Cloud - Target & Views (Parte 4) - TAMANHO: P,Dev Fullstack,Dev 7,2.0,07/05/2026,08/05/2026
Squad 3,CLIENTE,[CLIENTE - 39],39,Assunto: Dados Públicos CNPJ - Staging (Parte 3) - TAMANHO: M,Dev Fullstack,Dev 8,4.0,07/05/2026,12/05/2026
Squad 3,CLIENTE,[CLIENTE - 40],40,Assunto: Dados Públicos CNPJ - Target & Views (Parte 4) - TAMANHO: P,Dev Fullstack,Dev 2,1.0,08/05/2026,08/05/2026
Squad 3,CLIENTE,[CLIENTE - 41],41,Assunto: Relacionamento Cliente (Parte 4) - TAMANHO: M,Dev Fullstack,Dev 10,3.0,08/05/2026,12/05/2026
Squad 3,CLIENTE,[CLIENTE - 42],42,Assunto: Hub Cart e Hub User (Parte 6) - TAMANHO: P,Dev Fullstack,Dev 1,1.0,11/05/2026,11/05/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 1],1,Entidade: Rubi - Empresas e Filiais - Parte 1 (Cadastros Principais) - TAMANHO: G,Dev Fullstack,Dev 1,10.0,23/03/2026,03/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 2],2,Entidade: Rubi - Calendário e Feriados - TAMANHO: P,Dev Fullstack,Dev 2,2.0,01/04/2026,02/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 3],3,Entidade: Rubi - Escalas e Eventos de Folha - TAMANHO: G,Dev Fullstack,Dev 3,8.0,01/04/2026,10/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 4],4,Entidade: Rubi - Situações e Sindicatos - TAMANHO: G,Dev Fullstack,Dev 4,7.0,01/04/2026,09/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 5],5,Entidade: Rubi - Estrutura Organizacional (Organograma) - TAMANHO: G,Dev Fullstack,Dev 5,9.0,01/04/2026,13/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 6],6,"Entidade: Rubi - Postos de Trabalho, Centros de Custo e Deficiências - TAMANHO: G",Dev Fullstack,Dev 6,8.0,01/04/2026,10/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 7],7,"Entidade: Rubi - Cadastros de Grau de Instrução, Vínculos e Nacionalidades - TAMANHO: G",Dev Fullstack,Dev 7,9.0,01/04/2026,13/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 8],8,Entidade: Rubi - Cargos e CBO (Classificação Brasileira de Ocupações) - TAMANHO: M,Dev Fullstack,Dev 8,4.0,01/04/2026,06/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 9],9,Entidade: Rubi - FPAS e Terceiros (Previdência Social) - TAMANHO: G,Dev Fullstack,Dev 9,5.0,01/04/2026,07/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 10],10,Entidade: Rubi - Empresas e Filiais - Parte 2 (Liminares) - TAMANHO: G,Dev Fullstack,Dev 10,10.0,01/04/2026,14/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 11],11,Entidade: Rubi - Empresas e Filiais - Parte 3 (Views Analíticas Restantes) - TAMANHO: M,Dev Fullstack,Dev 2,4.0,03/04/2026,08/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 12],12,Entidade: Rubi - Outras Empresas e Anuidades de Colaboradores - TAMANHO: M,Dev Fullstack,Dev 1,6.0,06/04/2026,13/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 13],13,Entidade: Rubi - Ficha Complementar e Informações de Estágio - TAMANHO: M,Dev Fullstack,Dev 8,8.0,07/04/2026,16/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 14],14,Entidade: Rubi - Percentuais Livres do Empregado - TAMANHO: P,Dev Fullstack,Dev 9,3.0,08/04/2026,10/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 15],15,Entidade: Rubi - Ficha Básica do Colaborador - TAMANHO: G,Dev Fullstack,Dev 2,9.0,09/04/2026,21/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 16],16,Entidade: Rubi - Históricos de Colaboradores - Parte 1 - TAMANHO: G,Dev Fullstack,Dev 4,10.0,10/04/2026,23/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 17],17,Entidade: Rubi - Históricos de Colaboradores - Parte 2 - TAMANHO: G,Dev Fullstack,Dev 3,10.0,13/04/2026,24/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 18],18,Entidade: Rubi - Históricos de Colaboradores - Parte 3 - TAMANHO: G,Dev Fullstack,Dev 6,10.0,13/04/2026,24/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 19],19,Entidade: Rubi - Históricos de Colaboradores - Parte 4 - TAMANHO: G,Dev Fullstack,Dev 9,7.0,13/04/2026,21/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 20],20,Entidade: Rubi - Afastamentos de Colaboradores - TAMANHO: P,Dev Fullstack,Dev 1,4.0,14/04/2026,17/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 21],21,Entidade: Rubi - Férias - Parte 1 (Recibos e Períodos) - TAMANHO: M,Dev Fullstack,Dev 5,6.0,14/04/2026,21/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 22],22,Entidade: Rubi - Férias - Parte 2 (Programação) - TAMANHO: P,Dev Fullstack,Dev 7,4.0,14/04/2026,17/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 23],23,Entidade: Rubi - Causas de Demissão - TAMANHO: P,Dev Fullstack,Dev 10,3.0,15/04/2026,17/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 24],24,Entidade: Rubi - Rescisão - Parte 1 (Mestre e Complementar) - TAMANHO: M,Dev Fullstack,Dev 8,6.0,17/04/2026,24/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 25],25,Entidade: Rubi - Rescisão - Parte 2 (Eventos) - TAMANHO: M,Dev Fullstack,Dev 1,4.0,20/04/2026,23/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 26],26,Entidade: Rubi - Códigos de Cálculo - TAMANHO: P,Dev Fullstack,Dev 7,3.0,20/04/2026,22/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 27],27,Entidade: Rubi - Movimento para Folha - TAMANHO: M,Dev Fullstack,Dev 10,3.0,20/04/2026,22/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 28],28,Entidade: Rubi - Informações Demonstrativo Pagamento - TAMANHO: P,Dev Fullstack,Dev 2,1.0,22/04/2026,22/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 29],29,Entidade: Rubi - Ficha Financeira (PARTICIONADA CRÍTICA) - TAMANHO: G,Dev Fullstack,Dev 5,7.0,22/04/2026,30/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 30],30,Entidade: Rubi - Códigos Lançamento Contábil e Naturezas de Despesa - TAMANHO: M,Dev Fullstack,Dev 9,6.0,22/04/2026,29/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 31],31,Entidade: Rubi - Contabilização (PARTICIONADA) - TAMANHO: M,Dev Fullstack,Dev 2,4.0,23/04/2026,28/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 32],32,"Entidade: Rubi - Dados Geográficos (Bairros, Cidades, Países) - TAMANHO: G",Dev Fullstack,Dev 7,9.0,23/04/2026,05/05/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 33],33,Entidade: Rubi - Motivos de Movimentação - TAMANHO: P,Dev Fullstack,Dev 10,3.0,23/04/2026,27/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 34],34,Entidade: Rubi - Ficha Médica e Deficiências - TAMANHO: M,Dev Fullstack,Dev 1,6.0,24/04/2026,01/05/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 35],35,Entidade: Rubi - eSocial - Pendências - TAMANHO: P,Dev Fullstack,Dev 4,3.0,24/04/2026,28/04/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 36],36,Entidade: Rubi - eSocial - Status (PARTICIONADAS STAGING) - TAMANHO: M,Dev Fullstack,Dev 3,6.0,27/04/2026,04/05/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 37],37,Entidade: Rubi - Listas Definidas pelo Usuário - TAMANHO: M,Dev Fullstack,Dev 6,7.0,27/04/2026,05/05/2026
Squad 4,SHARED SERVICES A,[SHARED SERVICES - 38],38,Entidade: Rubi - Tabelas Usuário - Crédito Bancário - TAMANHO: G,Dev Fullstack,Dev 8,8.0,27/04/2026,06/05/2026
